customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,TenureGroup,MonthlyChargeGroup,PredictedChurn,ChurnProbability,RiskLevel,RecommendedAction
5882-CMAZQ,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0,No,0-12 Months,Low,1,0.605205582870398,High Risk,Offer discounted annual contract
5846-QFDFI,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0,No,25-48 Months,High,0,0.44094267270472964,Medium Risk,Send personalized loyalty offer
4445-KWOKW,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,0,No,25-48 Months,Medium,0,0.12200541188444754,Low Risk,Maintain regular engagement
3511-APPBJ,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,0,No,13-24 Months,High,1,0.5300828790932747,Medium Risk,Send personalized loyalty offer
7967-HYCDE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,0,No,0-12 Months,High,1,0.706961254820096,High Risk,Offer discounted annual contract
2430-RRYUW,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,0,No,61-72 Months,Medium,0,0.04224690432492362,Low Risk,Maintain regular engagement
3948-XHGNA,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,No,13-24 Months,Medium,0,0.34392169073402346,Medium Risk,Send personalized loyalty offer
3723-BFBGR,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,Yes,13-24 Months,Medium,0,0.47254663632388555,Medium Risk,Send personalized loyalty offer
0565-IYCGT,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,No,61-72 Months,High,0,0.06559090231410683,Low Risk,Maintain regular engagement
5447-WZAFP,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,0,No,49-60 Months,Very High,0,0.40091221917886727,Medium Risk,Send personalized loyalty offer
5110-CHOPY,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,0,No,49-60 Months,Medium,0,0.10211520869574724,Low Risk,Maintain regular engagement
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,No,0-12 Months,High,1,0.8570186763311414,High Risk,Offer discounted annual contract
4425-OWHWB,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,0,No,13-24 Months,Low,0,0.152300216922897,Low Risk,Maintain regular engagement
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,0,No,13-24 Months,High,1,0.7488236557442707,High Risk,Offer discounted annual contract
9675-ICXCT,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,0,No,61-72 Months,High,0,0.03923107346536701,Low Risk,Maintain regular engagement
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,No,0-12 Months,High,1,0.844969967145947,High Risk,Offer discounted annual contract
4703-MQYKT,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0,No,13-24 Months,Low,0,0.06075910331730998,Low Risk,Maintain regular engagement
9497-QCMMS,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,Yes,0-12 Months,High,1,0.9382833021858062,High Risk,Offer discounted annual contract
5692-ICXLW,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0,Yes,25-48 Months,High,1,0.8147640020133816,High Risk,Offer discounted annual contract
0602-DDUML,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0,No,49-60 Months,Medium,0,0.039144889500186505,Low Risk,Maintain regular engagement
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,0,No,25-48 Months,Low,0,0.019910726802542886,Low Risk,Maintain regular engagement
1960-UYCNN,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,0,No,0-12 Months,High,1,0.8635128134698272,High Risk,Offer discounted annual contract
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,1,No,49-60 Months,Very High,1,0.6052755059000701,High Risk,Offer discounted annual contract
3190-FZATL,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0,No,13-24 Months,Low,0,0.23609581446133127,Low Risk,Maintain regular engagement
7336-RLLRH,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,0,No,25-48 Months,High,0,0.21639847339022816,Low Risk,Maintain regular engagement
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,1,No,13-24 Months,High,1,0.7377463069432081,High Risk,Offer discounted annual contract
8901-HJXTF,Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,1,No,0-12 Months,Low,1,0.5356519426435951,Medium Risk,Send personalized loyalty offer
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0,No,61-72 Months,High,0,0.09965385530325083,Low Risk,Maintain regular engagement
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,No,25-48 Months,High,1,0.6286026160118068,High Risk,Offer discounted annual contract
3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,Yes,49-60 Months,Very High,0,0.4989098248459515,Medium Risk,Send personalized loyalty offer
9885-MFVSU,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,0,No,25-48 Months,Medium,0,0.08973656994583186,Low Risk,Maintain regular engagement
4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,1,Yes,13-24 Months,High,1,0.8878490008032807,High Risk,Offer discounted annual contract
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0,No,25-48 Months,High,0,0.20013121610061504,Low Risk,Maintain regular engagement
3365-SAIGS,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0,No,13-24 Months,High,1,0.7996804454430153,High Risk,Offer discounted annual contract
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,No,0-12 Months,Medium,1,0.684937707554163,High Risk,Offer discounted annual contract
8022-BECSI,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0,No,13-24 Months,Low,0,0.10851193483376895,Low Risk,Maintain regular engagement
8000-REIQB,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,Yes,0-12 Months,Medium,1,0.881337783487228,High Risk,Offer discounted annual contract
9993-LHIEB,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,0,No,61-72 Months,Medium,0,0.017844928784456836,Low Risk,Maintain regular engagement
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,No,61-72 Months,Very High,0,0.16052874612916662,Low Risk,Maintain regular engagement
7615-ESMYF,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,1,No,0-12 Months,Medium,1,0.857445033519057,High Risk,Offer discounted annual contract
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,1,No,13-24 Months,High,1,0.7958937182133669,High Risk,Offer discounted annual contract
7020-OZKXZ,Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0,Yes,0-12 Months,High,1,0.7571634280782465,High Risk,Offer discounted annual contract
3977-QCRSL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,0,No,0-12 Months,Low,0,0.3725892236931148,Medium Risk,Send personalized loyalty offer
0017-DINOC,Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,0,No,49-60 Months,Medium,0,0.04537106536724068,Low Risk,Maintain regular engagement
1447-PJGGA,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,No,49-60 Months,High,0,0.33954051647517447,Medium Risk,Send personalized loyalty offer
8565-CLBZW,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,1,No,13-24 Months,High,1,0.7855147368552942,High Risk,Offer discounted annual contract
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,1,No,49-60 Months,Very High,0,0.37156801932880873,Medium Risk,Send personalized loyalty offer
0224-HJAPT,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,No,0-12 Months,Medium,1,0.7213930981228128,High Risk,Offer discounted annual contract
8086-OVPWV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,No,0-12 Months,High,1,0.8778305852156292,High Risk,Offer discounted annual contract
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,No,0-12 Months,High,1,0.7228706703245622,High Risk,Offer discounted annual contract
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,0,No,61-72 Months,High,0,0.02610271089604653,Low Risk,Maintain regular engagement
3074-GQWYX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,No,0-12 Months,High,1,0.8156183142001416,High Risk,Offer discounted annual contract
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,0,No,49-60 Months,High,0,0.2595592503753869,Low Risk,Maintain regular engagement
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,1,No,25-48 Months,High,1,0.6188583810345032,High Risk,Offer discounted annual contract
7328-OWMOM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,0,No,25-48 Months,Low,0,0.061160112950167114,Low Risk,Maintain regular engagement
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,0,No,13-24 Months,Medium,0,0.2830303261252858,Low Risk,Maintain regular engagement
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,0,No,25-48 Months,Medium,0,0.361775135182182,Medium Risk,Send personalized loyalty offer
8861-HGGKB,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,1,No,0-12 Months,High,1,0.8490629378129196,High Risk,Offer discounted annual contract
1087-GRUYI,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,No,0,No,25-48 Months,Low,0,0.02596002171836033,Low Risk,Maintain regular engagement
7065-YUNRY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,No,0-12 Months,Medium,1,0.6680548452756067,High Risk,Offer discounted annual contract
7694-VLBWQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,1,No,61-72 Months,Very High,0,0.42651795567556255,Medium Risk,Send personalized loyalty offer
2546-KZAAT,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,0,No,49-60 Months,High,0,0.12820535749138456,Low Risk,Maintain regular engagement
0181-RITDD,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,0,No,61-72 Months,Very High,0,0.08288611512448003,Low Risk,Maintain regular engagement
5989-PGKJB,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,0,No,13-24 Months,High,1,0.7970196586529049,High Risk,Offer discounted annual contract
4795-KTRTH,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,1,Yes,0-12 Months,High,1,0.8682383484355891,High Risk,Offer discounted annual contract
8272-ONJLV,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,No,0,No,0-12 Months,High,1,0.707753761144352,High Risk,Offer free technical support trial
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,0,No,61-72 Months,Very High,0,0.11059756941897542,Low Risk,Maintain regular engagement
0308-GIQJT,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,0,Yes,61-72 Months,Very High,0,0.2722761663772628,Low Risk,Maintain regular engagement
3778-FOAQW,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,0,No,13-24 Months,Low,0,0.09635675589033049,Low Risk,Maintain regular engagement
4452-ROHMO,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,No,0,No,13-24 Months,Low,0,0.08046622812340959,Low Risk,Maintain regular engagement
6481-OGDOO,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,1,No,61-72 Months,High,0,0.17100860518639596,Low Risk,Maintain regular engagement
3090-LETTY,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,0,No,0-12 Months,Medium,0,0.43648806030010057,Medium Risk,Send personalized loyalty offer
5349-AZPEW,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0,No,0-12 Months,Low,1,0.6510739184271894,High Risk,Offer discounted annual contract
3753-TSEMP,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,1,No,13-24 Months,High,1,0.8346581248291329,High Risk,Offer discounted annual contract
8305-VHZBZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,No,0-12 Months,Low,0,0.47422223497541094,Medium Risk,Send personalized loyalty offer
9720-JJJOR,Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,0,No,25-48 Months,Medium,0,0.07973406915570767,Low Risk,Maintain regular engagement
8100-HZZLJ,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,0,No,25-48 Months,Medium,0,0.27328488005641727,Low Risk,Maintain regular engagement
8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,0,Yes,0-12 Months,High,1,0.8776443506228294,High Risk,Offer discounted annual contract
8309-IEYJD,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0,Yes,0-12 Months,High,1,0.8374742548931552,High Risk,Offer discounted annual contract
9172-JITSM,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,1,No,25-48 Months,High,1,0.7841120490325051,High Risk,Offer discounted annual contract
6298-QDFNH,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1,No,13-24 Months,High,1,0.7753322139550155,High Risk,Offer discounted annual contract
7398-HPYZQ,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,No,0,No,61-72 Months,High,0,0.03444996279147308,Low Risk,Maintain regular engagement
3546-GHEAE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,No,0,No,0-12 Months,Low,0,0.11087725686031842,Low Risk,Maintain regular engagement
7361-YPXFS,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,0,Yes,25-48 Months,Medium,0,0.35303748286751585,Medium Risk,Send personalized loyalty offer
6557-BZXLQ,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,0,Yes,13-24 Months,Medium,1,0.7758163573677742,High Risk,Offer discounted annual contract
2550-QHZGP,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,No,0,No,0-12 Months,Low,0,0.19495208352162616,Low Risk,Maintain regular engagement
7519-JTWQH,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,0,No,61-72 Months,Very High,0,0.18543545406849768,Low Risk,Maintain regular engagement
2538-OIMXF,Female,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,0,No,0-12 Months,Low,1,0.7002015239126888,High Risk,Offer discounted annual contract
8543-MSDMF,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,0,No,0-12 Months,High,1,0.7182477381672941,High Risk,Offer discounted annual contract
9961-JBNMK,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,1,Yes,13-24 Months,High,1,0.8141359684165584,High Risk,Offer discounted annual contract
1170-SASML,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,0,No,61-72 Months,High,0,0.37286254594063595,Medium Risk,Send personalized loyalty offer
4872-JCVCA,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,0,No,61-72 Months,Medium,0,0.018179137133540704,Low Risk,Maintain regular engagement
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,No,0,No,61-72 Months,Low,0,0.005599180846488571,Low Risk,Maintain regular engagement
2038-LLMLM,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,0,No,25-48 Months,Very High,1,0.7367328562666013,High Risk,Offer discounted annual contract
6173-ITPWD,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,1,No,25-48 Months,High,1,0.5372985634859788,Medium Risk,Send personalized loyalty offer
9734-UYXQI,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,1,No,0-12 Months,Medium,1,0.7845113948496659,High Risk,Offer discounted annual contract
1216-BGTSP,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,0,No,25-48 Months,Very High,1,0.6022060587276388,High Risk,Offer discounted annual contract
4138-NAXED,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,0,No,49-60 Months,High,0,0.4236403760945023,Medium Risk,Send personalized loyalty offer
2189-UXTKY,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,1,No,13-24 Months,High,1,0.5734372510158793,Medium Risk,Send personalized loyalty offer
0744-BIKKF,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,0,No,61-72 Months,High,0,0.03519091303968774,Low Risk,Maintain regular engagement
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,0,No,25-48 Months,High,1,0.7116020227041172,High Risk,Offer discounted annual contract
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,0,No,61-72 Months,High,0,0.04044718521233727,Low Risk,Maintain regular engagement
4958-GZWIY,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,1,No,0-12 Months,Medium,1,0.5785142235110254,Medium Risk,Send personalized loyalty offer
7996-MHXLW,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,No,0,No,61-72 Months,Low,0,0.015346513650318996,Low Risk,Maintain regular engagement
7833-PKIHD,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,0,No,49-60 Months,High,0,0.08800025684078307,Low Risk,Maintain regular engagement
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,No,0,No,25-48 Months,Low,0,0.05864294564744345,Low Risk,Maintain regular engagement
5153-RTHKF,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,0,No,25-48 Months,High,1,0.7489997330384597,High Risk,Offer discounted annual contract
1852-QSWCD,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,0,No,61-72 Months,Low,0,0.012244805261059154,Low Risk,Maintain regular engagement
4832-VRBMR,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,0,Yes,61-72 Months,Very High,0,0.4520988835258217,Medium Risk,Send personalized loyalty offer
9079-LWTFD,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,0,No,25-48 Months,Very High,0,0.3836619441784091,Medium Risk,Send personalized loyalty offer
6356-ELRKD,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,1,No,0-12 Months,High,1,0.8581458614554824,High Risk,Offer discounted annual contract
8624-GIOUT,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,1,No,49-60 Months,Medium,0,0.21180389791389137,Low Risk,Maintain regular engagement
